[Tick #0] Attacker: [DIR: 3; POS: 54,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #3313] Attacker: [DIR: 2; POS: 96,87]; Defender #0: [DIR: 2; POS: 96,77]; Defender #1: [DIR: 2; POS: 96,82]; Defender #2: [DIR: 1; POS: 50,16]; Defender #3: [DIR: 1; POS: 94,44]; 
[Tick #3314] Attacker: [DIR: 2; POS: 96,88]; Defender #0: [DIR: 2; POS: 96,78]; Defender #1: [DIR: 2; POS: 96,83]; Defender #2: [DIR: 1; POS: 51,16]; Defender #3: [DIR: 1; POS: 95,44]; 
[Tick #3315] Attacker: [DIR: 2; POS: 96,89]; Defender #0: [DIR: 2; POS: 96,79]; Defender #1: [DIR: 2; POS: 96,84]; Defender #2: [DIR: 1; POS: 52,16]; Defender #3: [DIR: 2; POS: 96,44]; 
[Tick #3316] Attacker: [DIR: 2; POS: 96,90]; Defender #0: [DIR: 2; POS: 96,80]; Defender #1: [DIR: 2; POS: 96,85]; Defender #2: [DIR: 1; POS: 53,16]; Defender #3: [DIR: 2; POS: 96,45]; 
[Tick #3317] Attacker: [DIR: 2; POS: 96,91]; Defender #0: [DIR: 2; POS: 96,81]; Defender #1: [DIR: 2; POS: 96,86]; Defender #2: [DIR: 1; POS: 54,16]; Defender #3: [DIR: 2; POS: 96,46]; 
[Tick #3318] Attacker: [DIR: 1; POS: 96,92]; Defender #0: [DIR: 2; POS: 96,82]; Defender #1: [DIR: 2; POS: 96,87]; Defender #2: [DIR: 1; POS: 55,16]; Defender #3: [DIR: 2; POS: 96,47]; 
[Tick #3319] Attacker: [DIR: 1; POS: 97,92]; Defender #0: [DIR: 2; POS: 96,83]; Defender #1: [DIR: 2; POS: 96,88]; Defender #2: [DIR: 1; POS: 56,16]; Defender #3: [DIR: 2; POS: 96,48]; 
[Tick #3320] Attacker: [DIR: 1; POS: 98,92]; Defender #0: [DIR: 2; POS: 96,84]; Defender #1: [DIR: 2; POS: 96,89]; Defender #2: [DIR: 1; POS: 57,16]; Defender #3: [DIR: 2; POS: 96,49]; 
[Tick #3321] Attacker: [DIR: 1; POS: 99,92]; Defender #0: [DIR: 2; POS: 96,85]; Defender #1: [DIR: 2; POS: 96,90]; Defender #2: [DIR: 1; POS: 58,16]; Defender #3: [DIR: 2; POS: 96,50]; 
[Tick #3322] Attacker: [DIR: 1; POS: 100,92]; Defender #0: [DIR: 2; POS: 96,86]; Defender #1: [DIR: 2; POS: 96,91]; Defender #2: [DIR: 1; POS: 59,16]; Defender #3: [DIR: 2; POS: 96,51]; 
[Tick #3323] Attacker: [DIR: 1; POS: 101,92]; Defender #0: [DIR: 2; POS: 96,87]; Defender #1: [DIR: 1; POS: 96,92]; Defender #2: [DIR: 1; POS: 60,16]; Defender #3: [DIR: 2; POS: 96,52]; 
[Tick #3324] Attacker: [DIR: 1; POS: 102,92]; Defender #0: [DIR: 2; POS: 96,88]; Defender #1: [DIR: 1; POS: 97,92]; Defender #2: [DIR: 1; POS: 61,16]; Defender #3: [DIR: 2; POS: 96,53]; 
[Tick #3325] Attacker: [DIR: 1; POS: 103,92]; Defender #0: [DIR: 2; POS: 96,89]; Defender #1: [DIR: 1; POS: 98,92]; Defender #2: [DIR: 1; POS: 62,16]; Defender #3: [DIR: 2; POS: 96,54]; 
[Tick #3326] Attacker: [DIR: 2; POS: 104,92]; Defender #0: [DIR: 2; POS: 96,90]; Defender #1: [DIR: 1; POS: 99,92]; Defender #2: [DIR: 1; POS: 63,16]; Defender #3: [DIR: 2; POS: 96,55]; 
[Tick #3327] Attacker: [DIR: 2; POS: 104,93]; Defender #0: [DIR: 2; POS: 96,91]; Defender #1: [DIR: 1; POS: 100,92]; Defender #2: [DIR: 1; POS: 64,16]; Defender #3: [DIR: 2; POS: 96,56]; 
[Tick #3328] Attacker: [DIR: 2; POS: 104,94]; Defender #0: [DIR: 1; POS: 96,92]; Defender #1: [DIR: 1; POS: 101,92]; Defender #2: [DIR: 1; POS: 65,16]; Defender #3: [DIR: 2; POS: 96,57]; 
[Tick #3329] Attacker: [DIR: 2; POS: 104,95]; Defender #0: [DIR: 1; POS: 97,92]; Defender #1: [DIR: 1; POS: 102,92]; Defender #2: [DIR: 1; POS: 66,16]; Defender #3: [DIR: 2; POS: 96,58]; 
[Tick #3330] Attacker: [DIR: 2; POS: 104,96]; Defender #0: [DIR: 1; POS: 98,92]; Defender #1: [DIR: 1; POS: 103,92]; Defender #2: [DIR: 1; POS: 67,16]; Defender #3: [DIR: 2; POS: 96,59]; 
[Tick #3331] Attacker: [DIR: 2; POS: 104,97]; Defender #0: [DIR: 1; POS: 99,92]; Defender #1: [DIR: 2; POS: 104,92]; Defender #2: [DIR: 1; POS: 68,16]; Defender #3: [DIR: 2; POS: 96,60]; 
[Tick #3332] Attacker: [DIR: 2; POS: 104,98]; Defender #0: [DIR: 1; POS: 100,92]; Defender #1: [DIR: 2; POS: 104,93]; Defender #2: [DIR: 1; POS: 69,16]; Defender #3: [DIR: 2; POS: 96,61]; 
[Tick #3333] Attacker: [DIR: 2; POS: 104,99]; Defender #0: [DIR: 1; POS: 101,92]; Defender #1: [DIR: 2; POS: 104,94]; Defender #2: [DIR: 1; POS: 70,16]; Defender #3: [DIR: 2; POS: 96,62]; 
[Tick #3334] Attacker: [DIR: 2; POS: 104,100]; Defender #0: [DIR: 1; POS: 102,92]; Defender #1: [DIR: 2; POS: 104,95]; Defender #2: [DIR: 1; POS: 71,16]; Defender #3: [DIR: 2; POS: 96,63]; 
[Tick #3335] Attacker: [DIR: 2; POS: 104,101]; Defender #0: [DIR: 1; POS: 103,92]; Defender #1: [DIR: 2; POS: 104,96]; Defender #2: [DIR: 1; POS: 72,16]; Defender #3: [DIR: 2; POS: 96,64]; 
[Tick #3336] Attacker: [DIR: 2; POS: 104,102]; Defender #0: [DIR: 2; POS: 104,92]; Defender #1: [DIR: 2; POS: 104,97]; Defender #2: [DIR: 1; POS: 73,16]; Defender #3: [DIR: 2; POS: 96,65]; 
[Tick #3337] Attacker: [DIR: 2; POS: 104,103]; Defender #0: [DIR: 2; POS: 104,93]; Defender #1: [DIR: 2; POS: 104,98]; Defender #2: [DIR: 1; POS: 74,16]; Defender #3: [DIR: 2; POS: 96,66]; 
[Tick #3338] Attacker: [DIR: 2; POS: 104,104]; Defender #0: [DIR: 2; POS: 104,94]; Defender #1: [DIR: 2; POS: 104,99]; Defender #2: [DIR: 1; POS: 75,16]; Defender #3: [DIR: 2; POS: 96,67]; 
[Tick #3339] Attacker: [DIR: 2; POS: 104,105]; Defender #0: [DIR: 2; POS: 104,95]; Defender #1: [DIR: 2; POS: 104,100]; Defender #2: [DIR: 1; POS: 76,16]; Defender #3: [DIR: 2; POS: 96,68]; 
[Tick #3340] Attacker: [DIR: 2; POS: 104,106]; Defender #0: [DIR: 2; POS: 104,96]; Defender #1: [DIR: 2; POS: 104,101]; Defender #2: [DIR: 1; POS: 77,16]; Defender #3: [DIR: 2; POS: 96,69]; 
[Tick #3341] Attacker: [DIR: 2; POS: 104,107]; Defender #0: [DIR: 2; POS: 104,97]; Defender #1: [DIR: 2; POS: 104,102]; Defender #2: [DIR: 1; POS: 78,16]; Defender #3: [DIR: 2; POS: 96,70]; 
[Tick #3342] Attacker: [DIR: 0; POS: 104,108]; Defender #0: [DIR: 0; POS: 104,96]; Defender #1: [DIR: 0; POS: 104,101]; Defender #2: [DIR: 3; POS: 77,16]; Defender #3: [DIR: 0; POS: 96,69]; 
[Tick #3343] Attacker: [DIR: 0; POS: 104,107]; Defender #0: [DIR: 0; POS: 104,95]; Defender #1: [DIR: 0; POS: 104,100]; Defender #2: [DIR: 3; POS: 76,16]; Defender #3: [DIR: 0; POS: 96,68]; 
[Tick #3344] Attacker: [DIR: 0; POS: 104,106]; Defender #0: [DIR: 0; POS: 104,95]; Defender #1: [DIR: 0; POS: 104,100]; Defender #2: [DIR: 3; POS: 76,16]; Defender #3: [DIR: 0; POS: 96,68]; 
[Tick #3345] Attacker: [DIR: 0; POS: 104,105]; Defender #0: [DIR: 0; POS: 104,94]; Defender #1: [DIR: 0; POS: 104,99]; Defender #2: [DIR: 3; POS: 75,16]; Defender #3: [DIR: 0; POS: 96,67]; 
[Tick #3346] Attacker: [DIR: 0; POS: 104,104]; Defender #0: [DIR: 0; POS: 104,94]; Defender #1: [DIR: 0; POS: 104,99]; Defender #2: [DIR: 3; POS: 75,16]; Defender #3: [DIR: 0; POS: 96,67]; 
[Tick #3347] Attacker: [DIR: 0; POS: 104,103]; Defender #0: [DIR: 0; POS: 104,93]; Defender #1: [DIR: 0; POS: 104,98]; Defender #2: [DIR: 3; POS: 74,16]; Defender #3: [DIR: 0; POS: 96,66]; 
[Tick #3348] Attacker: [DIR: 0; POS: 104,102]; Defender #0: [DIR: 0; POS: 104,93]; Defender #1: [DIR: 0; POS: 104,98]; Defender #2: [DIR: 3; POS: 74,16]; Defender #3: [DIR: 0; POS: 96,66]; 
[Tick #3349] Attacker: [DIR: 0; POS: 104,101]; Defender #0: [DIR: 3; POS: 104,92]; Defender #1: [DIR: 0; POS: 104,97]; Defender #2: [DIR: 3; POS: 73,16]; Defender #3: [DIR: 0; POS: 96,65]; 
[Tick #3350] Attacker: [DIR: 0; POS: 104,100]; Defender #0: [DIR: 3; POS: 104,92]; Defender #1: [DIR: 0; POS: 104,97]; Defender #2: [DIR: 3; POS: 73,16]; Defender #3: [DIR: 0; POS: 96,65]; 
[Tick #3351] Attacker: [DIR: 0; POS: 104,99]; Defender #0: [DIR: 3; POS: 103,92]; Defender #1: [DIR: 0; POS: 104,96]; Defender #2: [DIR: 0; POS: 72,16]; Defender #3: [DIR: 0; POS: 96,64]; 
[Tick #3352] Attacker: [DIR: 0; POS: 104,98]; Defender #0: [DIR: 3; POS: 103,92]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 72,16]; Defender #3: [DIR: 0; POS: 96,64]; 
[Tick #3353] Attacker: [DIR: 0; POS: 104,97]; Defender #0: [DIR: 3; POS: 102,92]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 72,15]; Defender #3: [DIR: 0; POS: 96,63]; 
[Tick #3354] Attacker: [DIR: 0; POS: 104,96]; Defender #0: [DIR: 3; POS: 102,92]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 72,15]; Defender #3: [DIR: 0; POS: 96,63]; 
[Tick #3355] Attacker: [DIR: 0; POS: 104,95]; Defender #0: [DIR: 3; POS: 101,92]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 72,14]; Defender #3: [DIR: 0; POS: 96,62]; 
[Tick #3356] Attacker: [DIR: 0; POS: 104,94]; Defender #0: [DIR: 3; POS: 101,92]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 72,14]; Defender #3: [DIR: 0; POS: 96,62]; 
[Tick #3357] Attacker: [DIR: 0; POS: 104,93]; Defender #0: [DIR: 3; POS: 100,92]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 72,13]; Defender #3: [DIR: 0; POS: 96,61]; 
[Tick #3358] Attacker: [DIR: 3; POS: 104,92]; Defender #0: [DIR: 3; POS: 100,92]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 72,13]; Defender #3: [DIR: 0; POS: 96,61]; 
[Tick #3359] Attacker: [DIR: 3; POS: 103,92]; Defender #0: [DIR: 3; POS: 99,92]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 72,12]; Defender #3: [DIR: 0; POS: 96,60]; 
[Tick #3360] Attacker: [DIR: 3; POS: 102,92]; Defender #0: [DIR: 3; POS: 99,92]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 72,12]; Defender #3: [DIR: 0; POS: 96,60]; 
[Tick #3361] Attacker: [DIR: 3; POS: 101,92]; Defender #0: [DIR: 3; POS: 98,92]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 72,11]; Defender #3: [DIR: 0; POS: 96,59]; 
[Tick #3362] Attacker: [DIR: 3; POS: 100,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 72,11]; Defender #3: [DIR: 0; POS: 96,59]; 
[Tick #3363] Attacker: [DIR: 3; POS: 99,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 72,10]; Defender #3: [DIR: 0; POS: 96,58]; 
[Tick #3364] Attacker: [DIR: 3; POS: 98,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 72,10]; Defender #3: [DIR: 0; POS: 96,58]; 
[Tick #3365] Attacker: [DIR: 3; POS: 97,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 72,9]; Defender #3: [DIR: 0; POS: 96,57]; 
[Tick #3366] Attacker: [DIR: 0; POS: 96,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 72,9]; Defender #3: [DIR: 0; POS: 96,57]; 
[Tick #3367] Attacker: [DIR: 0; POS: 96,91]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 72,8]; Defender #3: [DIR: 0; POS: 96,56]; 
[Tick #3368] Attacker: [DIR: 0; POS: 96,90]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 72,8]; Defender #3: [DIR: 0; POS: 96,56]; 
[Tick #3369] Attacker: [DIR: 0; POS: 96,89]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 72,7]; Defender #3: [DIR: 0; POS: 96,55]; 
[Tick #3370] Attacker: [DIR: 0; POS: 96,88]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 72,7]; Defender #3: [DIR: 0; POS: 96,55]; 
[Tick #3371] Attacker: [DIR: 0; POS: 96,87]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 72,6]; Defender #3: [DIR: 0; POS: 96,54]; 
[Tick #3372] Attacker: [DIR: 0; POS: 96,86]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 72,6]; Defender #3: [DIR: 0; POS: 96,54]; 
[Tick #3373] Attacker: [DIR: 0; POS: 96,85]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 72,5]; Defender #3: [DIR: 0; POS: 96,53]; 
[Tick #3374] Attacker: [DIR: 0; POS: 96,84]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 72,5]; Defender #3: [DIR: 0; POS: 96,53]; 
[Tick #3375] Attacker: [DIR: 0; POS: 96,83]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 3; POS: 72,4]; Defender #3: [DIR: 0; POS: 96,52]; 
[Tick #3376] Attacker: [DIR: 0; POS: 96,82]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 3; POS: 72,4]; Defender #3: [DIR: 0; POS: 96,52]; 
[Tick #3377] Attacker: [DIR: 0; POS: 96,81]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 3; POS: 71,4]; Defender #3: [DIR: 0; POS: 96,51]; 
[Tick #3378] Attacker: [DIR: 0; POS: 96,80]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 3; POS: 71,4]; Defender #3: [DIR: 0; POS: 96,51]; 
[Tick #3379] Attacker: [DIR: 0; POS: 96,79]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 3; POS: 70,4]; Defender #3: [DIR: 0; POS: 96,50]; 
[Tick #3380] Attacker: [DIR: 0; POS: 96,78]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 3; POS: 70,4]; Defender #3: [DIR: 0; POS: 96,50]; 
[Tick #3381] Attacker: [DIR: 0; POS: 96,77]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 3; POS: 69,4]; Defender #3: [DIR: 0; POS: 96,49]; 
[Tick #3382] Attacker: [DIR: 0; POS: 96,76]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 3; POS: 69,4]; Defender #3: [DIR: 0; POS: 96,49]; 
[Tick #3383] Attacker: [DIR: 0; POS: 96,75]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 3; POS: 68,4]; Defender #3: [DIR: 0; POS: 96,48]; 
[Tick #3384] Attacker: [DIR: 0; POS: 96,74]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 3; POS: 68,4]; Defender #3: [DIR: 0; POS: 96,48]; 
[Tick #3385] Attacker: [DIR: 0; POS: 96,73]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 3; POS: 67,4]; Defender #3: [DIR: 0; POS: 96,47]; 
[Tick #3386] Attacker: [DIR: 0; POS: 96,72]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 3; POS: 67,4]; Defender #3: [DIR: 0; POS: 96,47]; 
[Tick #3387] Attacker: [DIR: 0; POS: 96,71]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 3; POS: 66,4]; Defender #3: [DIR: 0; POS: 96,46]; 
[Tick #3388] Attacker: [DIR: 0; POS: 96,70]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 3; POS: 66,4]; Defender #3: [DIR: 0; POS: 96,46]; 
[Tick #3389] Attacker: [DIR: 0; POS: 96,69]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 3; POS: 65,4]; Defender #3: [DIR: 0; POS: 96,45]; 
[Tick #3390] Attacker: [DIR: 0; POS: 96,68]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 3; POS: 65,4]; Defender #3: [DIR: 0; POS: 96,45]; 
[Tick #3391] Attacker: [DIR: 0; POS: 96,67]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 1; POS: 54,44]; Defender #2: [DIR: 3; POS: 64,4]; Defender #3: [DIR: 0; POS: 96,44]; 
[Tick #3392] Attacker: [DIR: 0; POS: 96,66]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 1; POS: 55,44]; Defender #2: [DIR: 3; POS: 64,4]; Defender #3: [DIR: 0; POS: 96,44]; 
[Tick #3393] Attacker: [DIR: 0; POS: 96,65]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 1; POS: 56,44]; Defender #2: [DIR: 3; POS: 63,4]; Defender #3: [DIR: 0; POS: 96,43]; 
[Tick #3394] Attacker: [DIR: 0; POS: 96,64]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 1; POS: 57,44]; Defender #2: [DIR: 3; POS: 63,4]; Defender #3: [DIR: 0; POS: 96,43]; 
[Tick #3395] Attacker: [DIR: 0; POS: 96,63]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 1; POS: 58,44]; Defender #2: [DIR: 3; POS: 62,4]; Defender #3: [DIR: 0; POS: 96,42]; 
[Tick #3396] Attacker: [DIR: 0; POS: 96,62]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 1; POS: 59,44]; Defender #2: [DIR: 3; POS: 62,4]; Defender #3: [DIR: 0; POS: 96,42]; 
[Tick #3397] Attacker: [DIR: 0; POS: 96,61]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 1; POS: 60,44]; Defender #2: [DIR: 3; POS: 61,4]; Defender #3: [DIR: 0; POS: 96,41]; 
[Tick #3398] Attacker: [DIR: 0; POS: 96,60]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 1; POS: 61,44]; Defender #2: [DIR: 3; POS: 61,4]; Defender #3: [DIR: 0; POS: 96,41]; 
[Tick #3399] Attacker: [DIR: 0; POS: 96,59]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 1; POS: 62,44]; Defender #2: [DIR: 3; POS: 60,4]; Defender #3: [DIR: 0; POS: 96,40]; 
[Tick #3400] Attacker: [DIR: 0; POS: 96,58]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 1; POS: 63,44]; Defender #2: [DIR: 3; POS: 60,4]; Defender #3: [DIR: 0; POS: 96,40]; 
[Tick #3401] Attacker: [DIR: 0; POS: 96,57]; Defender #0: [DIR: 3; POS: 54,44]; Defender #1: [DIR: 1; POS: 64,44]; Defender #2: [DIR: 3; POS: 59,4]; Defender #3: [DIR: 0; POS: 96,39]; 
[Tick #3402] Attacker: [DIR: 0; POS: 96,56]; Defender #0: [DIR: 3; POS: 53,44]; Defender #1: [DIR: 1; POS: 65,44]; Defender #2: [DIR: 3; POS: 59,4]; Defender #3: [DIR: 0; POS: 96,39]; 
[Tick #3403] Attacker: [DIR: 0; POS: 96,55]; Defender #0: [DIR: 3; POS: 52,44]; Defender #1: [DIR: 1; POS: 66,44]; Defender #2: [DIR: 3; POS: 58,4]; Defender #3: [DIR: 0; POS: 96,38]; 
[Tick #3404] Attacker: [DIR: 0; POS: 96,54]; Defender #0: [DIR: 3; POS: 51,44]; Defender #1: [DIR: 1; POS: 67,44]; Defender #2: [DIR: 3; POS: 58,4]; Defender #3: [DIR: 0; POS: 96,38]; 
[Tick #3405] Attacker: [DIR: 0; POS: 96,53]; Defender #0: [DIR: 3; POS: 50,44]; Defender #1: [DIR: 1; POS: 68,44]; Defender #2: [DIR: 3; POS: 57,4]; Defender #3: [DIR: 0; POS: 96,37]; 
[Tick #3406] Attacker: [DIR: 0; POS: 96,52]; Defender #0: [DIR: 3; POS: 49,44]; Defender #1: [DIR: 1; POS: 69,44]; Defender #2: [DIR: 3; POS: 57,4]; Defender #3: [DIR: 0; POS: 96,37]; 
[Tick #3407] Attacker: [DIR: 0; POS: 96,51]; Defender #0: [DIR: 3; POS: 48,44]; Defender #1: [DIR: 1; POS: 70,44]; Defender #2: [DIR: 3; POS: 56,4]; Defender #3: [DIR: 0; POS: 96,36]; 
[Tick #3408] Attacker: [DIR: 0; POS: 96,50]; Defender #0: [DIR: 3; POS: 47,44]; Defender #1: [DIR: 1; POS: 71,44]; Defender #2: [DIR: 3; POS: 56,4]; Defender #3: [DIR: 0; POS: 96,36]; 
[Tick #3409] Attacker: [DIR: 0; POS: 96,49]; Defender #0: [DIR: 3; POS: 46,44]; Defender #1: [DIR: 1; POS: 72,44]; Defender #2: [DIR: 3; POS: 55,4]; Defender #3: [DIR: 0; POS: 96,35]; 
[Tick #3410] Attacker: [DIR: 0; POS: 96,48]; Defender #0: [DIR: 3; POS: 45,44]; Defender #1: [DIR: 1; POS: 73,44]; Defender #2: [DIR: 3; POS: 55,4]; Defender #3: [DIR: 0; POS: 96,35]; 
[Tick #3411] Attacker: [DIR: 0; POS: 96,47]; Defender #0: [DIR: 3; POS: 44,44]; Defender #1: [DIR: 1; POS: 74,44]; Defender #2: [DIR: 3; POS: 54,4]; Defender #3: [DIR: 0; POS: 96,34]; 
[Tick #3412] Attacker: [DIR: 0; POS: 96,46]; Defender #0: [DIR: 3; POS: 43,44]; Defender #1: [DIR: 1; POS: 75,44]; Defender #2: [DIR: 3; POS: 54,4]; Defender #3: [DIR: 0; POS: 96,34]; 
[Tick #3413] Attacker: [DIR: 0; POS: 96,45]; Defender #0: [DIR: 3; POS: 42,44]; Defender #1: [DIR: 1; POS: 76,44]; Defender #2: [DIR: 3; POS: 53,4]; Defender #3: [DIR: 0; POS: 96,33]; 
[Tick #3414] Attacker: [DIR: 0; POS: 96,44]; Defender #0: [DIR: 3; POS: 41,44]; Defender #1: [DIR: 1; POS: 77,44]; Defender #2: [DIR: 3; POS: 53,4]; Defender #3: [DIR: 0; POS: 96,33]; 
[Tick #3415] Attacker: [DIR: 0; POS: 96,43]; Defender #0: [DIR: 3; POS: 40,44]; Defender #1: [DIR: 1; POS: 78,44]; Defender #2: [DIR: 3; POS: 52,4]; Defender #3: [DIR: 0; POS: 96,32]; 
[Tick #3416] Attacker: [DIR: 0; POS: 96,42]; Defender #0: [DIR: 3; POS: 39,44]; Defender #1: [DIR: 1; POS: 79,44]; Defender #2: [DIR: 3; POS: 52,4]; Defender #3: [DIR: 0; POS: 96,32]; 
[Tick #3417] Attacker: [DIR: 0; POS: 96,41]; Defender #0: [DIR: 3; POS: 38,44]; Defender #1: [DIR: 1; POS: 80,44]; Defender #2: [DIR: 3; POS: 51,4]; Defender #3: [DIR: 0; POS: 96,31]; 
[Tick #3418] Attacker: [DIR: 0; POS: 96,40]; Defender #0: [DIR: 3; POS: 37,44]; Defender #1: [DIR: 1; POS: 81,44]; Defender #2: [DIR: 3; POS: 51,4]; Defender #3: [DIR: 0; POS: 96,31]; 
[Tick #3419] Attacker: [DIR: 0; POS: 96,39]; Defender #0: [DIR: 0; POS: 36,44]; Defender #1: [DIR: 1; POS: 82,44]; Defender #2: [DIR: 3; POS: 50,4]; Defender #3: [DIR: 0; POS: 96,30]; 
[Tick #3420] Attacker: [DIR: 0; POS: 96,38]; Defender #0: [DIR: 0; POS: 36,43]; Defender #1: [DIR: 1; POS: 83,44]; Defender #2: [DIR: 3; POS: 50,4]; Defender #3: [DIR: 0; POS: 96,30]; 
[Tick #3421] Attacker: [DIR: 0; POS: 96,37]; Defender #0: [DIR: 0; POS: 36,42]; Defender #1: [DIR: 1; POS: 84,44]; Defender #2: [DIR: 3; POS: 49,4]; Defender #3: [DIR: 0; POS: 96,29]; 
[Tick #3422] Attacker: [DIR: 0; POS: 96,36]; Defender #0: [DIR: 0; POS: 36,41]; Defender #1: [DIR: 1; POS: 85,44]; Defender #2: [DIR: 3; POS: 49,4]; Defender #3: [DIR: 0; POS: 96,29]; 
[Tick #3423] Attacker: [DIR: 0; POS: 96,35]; Defender #0: [DIR: 0; POS: 36,40]; Defender #1: [DIR: 1; POS: 86,44]; Defender #2: [DIR: 3; POS: 48,4]; Defender #3: [DIR: 0; POS: 96,28]; 
